datetime,symbol,bid,ask,last,volume
2025-08-08 02:27:58,XAUUSDm,3396.399,3396.559,0.0,0
2025-08-08 02:27:58,XAUUSDm,3396.399,3396.559,0.0,0
2025-08-08 02:27:58,XAUUSDm,3396.399,3396.559,0.0,0
2025-08-08 02:27:58,XAUUSDm,3396.399,3396.559,0.0,0
2025-08-08 02:27:58,XAUUSDm,3396.399,3396.559,0.0,0
2025-08-08 02:27:58,XAUUSDm,3396.399,3396.559,0.0,0
2025-08-08 02:27:58,XAUUSDm,3396.399,3396.559,0.0,0
2025-08-08 02:27:58,XAUUSDm,3396.399,3396.559
2025-08-08 02:27:58,XAUUSDm,3396.399,3396.559
2025-08-08 03:33:07,XAUUSDm,3398.832,3398.992
2025-08-08 03:44:05,XAUUSDm,3394.865,3395.025
2025-08-08 12:45:17,XAUUSDm,3395.622,3395.782
2025-08-08 12:46:17,XAUUSDm,3396.52,3396.68
2025-08-08 12:46:26,XAUUSDm,3396.911,3397.071
2025-08-08 12:46:41,XAUUSDm,3396.483,3396.643
2025-08-08 12:51:50,XAUUSDm,3395.259,3395.419
2025-08-08 12:51:56,XAUUSDm,3394.94,3395.1
2025-08-08 12:52:56,XAUUSDm,3395.505,3395.665
2025-08-08 12:53:53,XAUUSDm,3395.55,3395.71
2025-08-08 12:55:03,XAUUSDm,3395.833,3395.993
